Código IBGE do Município;Sigla da Unidade da Federação;População residente, Homens, Rural, 0 a 4 anos;População residente, Homens, Rural, 5 a 9 anos;População residente, Homens, Rural, 10 a 14 anos;População residente, Homens, Rural, 15 a 19 anos;População residente, Homens, Rural, 20 a 24 anos;População residente, Homens, Rural, 25 a 29 anos;População residente, Homens, Rural, 30 a 39 anos;População residente, Homens, Rural, 40 a 49 anos;População residente, Homens, Rural, 50 a 59 anos;População residente, Homens, Rural, 60 a 69 anos;População residente, Homens, Rural, 70 anos ou mais;População residente, Homens, Urbana, 0 a 4 anos;População residente, Homens, Urbana, 5 a 9 anos;População residente, Homens, Urbana, 10 a 14 anos;População residente, Homens, Urbana, 15 a 19 anos;População residente, Homens, Urbana, 20 a 24 anos;População residente, Homens, Urbana, 25 a 29 anos;População residente, Homens, Urbana, 30 a 39 anos;População residente, Homens, Urbana, 40 a 49 anos;População residente, Homens, Urbana, 50 a 59 anos;População residente, Homens, Urbana, 60 a 69 anos;População residente, Homens, Urbana, 70 anos ou mais;População residente, Mulheres, Rural, 0 a 4 anos;População residente, Mulheres, Rural, 5 a 9 anos;População residente, Mulheres, Rural, 10 a 14 anos;População residente, Mulheres, Rural, 15 a 19 anos;População residente, Mulheres, Rural, 20 a 24 anos;População residente, Mulheres, Rural, 25 a 29 anos;População residente, Mulheres, Rural, 30 a 39 anos;População residente, Mulheres, Rural, 40 a 49 anos;População residente, Mulheres, Rural, 50 a 59 anos;População residente, Mulheres, Rural, 60 a 69 anos;População residente, Mulheres, Rural, 70 anos ou mais;População residente, Mulheres, Urbana, 0 a 4 anos;População residente, Mulheres, Urbana, 5 a 9 anos;População residente, Mulheres, Urbana, 10 a 14 anos;População residente, Mulheres, Urbana, 15 a 19 anos;População residente, Mulheres, Urbana, 20 a 24 anos;População residente, Mulheres, Urbana, 25 a 29 anos;População residente, Mulheres, Urbana, 30 a 39 anos;População residente, Mulheres, Urbana, 40 a 49 anos;População residente, Mulheres, Urbana, 50 a 59 anos;População residente, Mulheres, Urbana, 60 a 69 anos;População residente, Mulheres, Urbana, 70 anos ou mais;Total Homens;Total Mulheres;Total
110001;RO;0,038871771;0,042032077;0,042980169;0,04803666;0,039503832;0,03247215;0,055068342;0,066761476;0,04700956;0,0216481;0,014853441;0,034447341;0,042743146;0,056253457;0,059571778;0,047799637;0,05072292;0,089436675;0,072213005;0,041479023;0,027494667;0,028600774;0,029153828;0,038397725;0,043059177;0,035474441;0,038318717;0,028205736;0,055937426;0,052619104;0,028916805;0,012720234;0,011377104;0,043770246;0,0432962;0,047404598;0,061388955;0,048194675;0,053883227;0,088883622;0,06763056;0,045824445;0,035079403;0,017697717;12657;11736;24393
110002;RO;0,011681012;0,012471456;0,018860882;0,01798261;0,01251537;0,012756894;0,02399877;0,023823116;0,016028456;0,007399438;0,007465308;0,070108027;0,079242052;0,085214298;0,080361848;0,085324082;0,078605305;0,133782716;0,105809766;0,062686633;0,034406288;0,019475672;0,012098191;0,014271913;0,013986475;0,014074302;0,013920604;0,009968382;0,023230283;0,015150184;0,010846654;0,007772703;0,003359389;0,067319515;0,075948533;0,085170385;0,08609257;0,085433866;0,08437994;0,139820833;0,106797822;0,061874232;0,03111277;0,021254172;45544;44810;90354
110003;RO;0,039485767;0,050198959;0,053872054;0,048668503;0,036118763;0,044077135;0,090909091;0,072543618;0,082032446;0,046525865;0,025711662;0,036118763;0,027242118;0,041934496;0,048362412;0,033057851;0,032445669;0,055708601;0,068258341;0,030915213;0,023569024;0,012243649;0,043158861;0,037037037;0,048668503;0,048668503;0,031833486;0,047138047;0,064279155;0,081114172;0,063666973;0,029384757;0,023569024;0,039179676;0,040710132;0,04040404;0,036424855;0,036118763;0,036118763;0,070400979;0,048056321;0,03275176;0,015610652;0,018365473;3267;3047;6314
110004;RO;0,019348243;0,019578275;0,022594249;0,021546326;0,017456869;0,015642173;0,033099042;0,031361022;0,022134185;0,013290735;0,009354633;0,058351438;0,06228754;0,073405751;0,080076677;0,079565495;0,072536741;0,123015974;0,10284984;0,064025559;0,033840256;0,024638978;0,017022364;0,01858147;0,019680511;0,01771246;0,015795527;0,018070288;0,02972524;0,025303514;0,020319489;0,009865815;0,008178914;0,056664537;0,059936102;0,075322684;0,081533546;0,085469649;0,073124601;0,138351438;0,108319489;0,065865815;0,035782748;0,027654952;39125;39449;78574
110005;RO;0,009239766;0,014502924;0,016140351;0,012397661;0,010526316;0,009473684;0,027251462;0,029005848;0,015321637;0,012046784;0,007602339;0,065964912;0,067368421;0,082222222;0,08994152;0,078947368;0,070175439;0,116140351;0,113684211;0,072163743;0,042339181;0,03754386;0,008187135;0,009356725;0,01625731;0,010877193;0,01005848;0,01251462;0,022222222;0,021169591;0,017660819;0,008187135;0,005263158;0,059064327;0,06748538;0,076608187;0,087836257;0,082923977;0,072748538;0,13497076;0,116491228;0,06619883;0,052748538;0,032865497;8550;8479;17029
110006;RO;0,017792069;0,022400857;0,024115756;0,027224009;0,016613076;0,019506967;0,03965702;0,040728832;0,035905681;0,023472669;0,012754555;0,057341908;0,054662379;0,065916399;0,069667738;0,069453376;0,063772776;0,110503751;0,09335477;0,057020364;0,043515541;0,034619507;0,015219721;0,016613076;0,025080386;0,025401929;0,015755627;0,018649518;0,041586281;0,035369775;0,034083601;0,012540193;0,008252947;0,059807074;0,058628081;0,063665595;0,069239014;0,073847803;0,072561629;0,113504823;0,090675241;0,063451233;0,043622722;0,03494105;9330;9260;18590
110007;RO;0,04287837;0,058161749;0,075780089;0,083846317;0,053704097;0,059435364;0,104860964;0,107620463;0,070685629;0,038420717;0,027170452;0,025684568;0,025896837;0,026958183;0,022288262;0,032052643;0,021863723;0,0454256;0,034812142;0,0227128;0,01252388;0,007217151;0,037571641;0,049458714;0,067713861;0,061770325;0,038420717;0,04776056;0,106983655;0,072383783;0,056039058;0,030354489;0,023349607;0,023986415;0,025896837;0,022500531;0,033538527;0,032052643;0,027170452;0,040967947;0,033326258;0,015707918;0,009552112;0,007853959;4711;4072;8783
110008;RO;0,043882794;0,044716012;0,053187057;0,054298014;0,035550618;0,039994445;0,06263019;0,060408277;0,038744619;0,018608527;0,013331482;0,052492709;0,062352451;0,066657409;0,050687405;0,046799056;0,050826274;0,084571587;0,050687405;0,03138453;0,021663658;0,016525483;0,041383141;0,048048882;0,050131926;0,037911401;0,035411748;0,036939314;0,060963755;0,041522011;0,027357311;0,010137481;0,002916262;0,053325927;0,056797667;0,062491321;0,051937231;0,042494098;0,046799056;0,076100542;0,043882794;0,03499514;0,023052354;0,014720178;7201;6476;13677
110009;RO;0,019649459;0,028344516;0,034437902;0,026975216;0,020197179;0,019512529;0,050253321;0,038819663;0,029508421;0,019375599;0,009448172;0,065384089;0,056209777;0,063877858;0,067438039;0,07168287;0,068396549;0,111734903;0,091743119;0,056620567;0,030672326;0,019717924;0,020197179;0,027659866;0,027317541;0,02567438;0,016431603;0,02334657;0,04641928;0,029713816;0,020471039;0,013898398;0,008147337;0,056004382;0,057373682;0,069423525;0,068328084;0,075585376;0,067369574;0,111871833;0,085102013;0,059496097;0,030398466;0,026701356;14606;14123;28729
110010;RO;0,028357283;0,021339571;0,021530529;0,016852055;0,01222132;0,011839404;0,022580799;0,015467609;0,00816346;0,006683535;0,004726214;0,074951067;0,086169857;0,090943811;0,085215067;0,08077529;0,071991216;0,124218265;0,098629875;0,058146751;0,035040817;0,024156204;0,018618418;0,022389841;0,018618418;0,011934883;0,012460018;0,013701246;0,017043013;0,008402158;0,008736335;0,00405786;0,002196019;0,077433523;0,083162267;0,088604573;0,090323197;0,075285244;0,072277653;0,134434525;0,102067122;0,059244761;0,03685492;0,030744259;20947;20708;41655
110011;RO;0,029148241;0,031878485;0,033262834;0,036262257;0,023726206;0,027879254;0,05029802;0,048183042;0,0278408;0,016035378;0,015150933;0,048759854;0,057142857;0,066218035;0,061795808;0,073985772;0,068602192;0,107363968;0,075331667;0,051297827;0,030609498;0,019227072;0,025841184;0,030494136;0,034647183;0,02941742;0,026494905;0,029878869;0,045914247;0,033262834;0,027417804;0,016496828;0,009767352;0,056296866;0,058642569;0,063103249;0,068986733;0,068986733;0,068871371;0,118707941;0,083676216;0,050605653;0,027686983;0,024610652;26005;26000;52005
110012;RO;0,009096412;0,009027237;0,010116732;0,01079118;0,00773022;0,008197147;0,015183744;0,014734112;0,00977086;0,007003891;0,006225681;0,073532209;0,077440553;0,083441418;0,087332469;0,090203199;0,086260268;0,141651535;0,116385646;0,074483355;0,037388673;0,024003459;0,009096412;0,008629486;0,009891915;0,008231734;0,00792045;0,00690013;0,015010808;0,012191958;0,008473843;0,00539559;0,003666234;0,068309555;0,074137484;0,082057933;0,091846087;0,092779939;0,091655858;0,152961522;0,120432339;0,078011241;0,038651102;0,030367488;57825;58786;116611
110013;RO;0,039489598;0,048802612;0,051947267;0,050253991;0,041666667;0,036526367;0,069303338;0,065251572;0,050556362;0,033381713;0,012880987;0,049104983;0,05273343;0,05273343;0,050193517;0,042876149;0,04759313;0,080672472;0,05376149;0,037917271;0,015239478;0,017114175;0,039005806;0,041969037;0,046444122;0,038642961;0,03320029;0,033139816;0,059143687;0,05170537;0,038401064;0,016388486;0,006712627;0,046202225;0,046141751;0,053821964;0,051161103;0,046020803;0,049165457;0,078676826;0,050616836;0,030539429;0,01675133;0,009071118;16536;14600;31136
110014;RO;0,03866976;0,048240526;0,05974478;0,06854215;0,051817479;0,052784223;0,092130704;0,075696056;0,059648105;0,034319412;0,017594741;0,027745553;0,03470611;0,049497293;0,041183295;0,03383604;0,032095901;0,06612529;0,05007734;0,023395205;0,022911833;0,019238206;0,037316319;0,046210363;0,052204176;0,065061872;0,039443155;0,038379737;0,082656613;0,057617943;0,053364269;0,022138438;0,017594741;0,034512761;0,037412993;0,038863109;0,035382831;0,040989946;0,041666667;0,070185615;0,049787316;0,027648879;0,021558391;0,011117556;10344;9528;19872
110015;RO;0,017328983;0,019789271;0,026688774;0,031930256;0,020912446;0,023051826;0,038348398;0,043536396;0,02711665;0,015403541;0,011713109;0,05861903;0,065037172;0,072150612;0,066427769;0,077071188;0,069369418;0,111247794;0,08905172;0,055142536;0,033641761;0,026421351;0,016901107;0,02048457;0,022944857;0,030058298;0,017970797;0,019735786;0,040915655;0,034016152;0,023533187;0,011285233;0,00770177;0,059260844;0,064448842;0,073166818;0,070920469;0,079371022;0,076696796;0,120126223;0,102476333;0,06193507;0,041931861;0,032625555;18697;19230;37927
110018;RO;0,011266944;0,010445396;0,015433367;0,017311191;0,010621442;0,005164016;0,018250103;0,016607007;0,020890793;0,01085617;0,005046652;0,066604073;0,076286603;0,083680535;0,082858987;0,094478024;0,086145179;0,133208145;0,108268294;0,065019658;0,035972067;0,025585353;0,007276568;0,013203451;0,01085617;0,011090898;0,007511296;0,006807112;0,013438179;0,019599789;0,014142363;0,007159204;0,00557479;0,067601667;0,070007629;0,082037439;0,086731999;0,087846957;0,085440995;0,144416407;0,115251452;0,065782524;0,036910979;0,025996127;17041;16780;33821
110020;RO;0,007095001;0,008262184;0,0094937;0,008459778;0,010624121;0,0124668;0,019079304;0,011575329;0,009737246;0,003685357;0,002398699;0,076707809;0,077585494;0,08810852;0,087823618;0,097675744;0,091361928;0,145727835;0,11360733;0,070348041;0,030447849;0,017728313;0,006157579;0,006332197;0,006447077;0,006240293;0,006442482;0,006419506;0,009516676;0,006447077;0,005532631;0,002109201;0,001148802;0,072259648;0,075085701;0,085530609;0,089684677;0,098080122;0,093489509;0,153562665;0,115408652;0,068799456;0,032704096;0,021772096;217618;210909;428527
110025;RO;0,026883622;0,036964981;0,039794836;0,046957906;0,035019455;0,030332508;0,065528829;0,050318359;0,048549699;0,02829855;0,018394057;0,041828794;0,044835515;0,056773965;0,05571277;0,049080297;0,052971348;0,074460559;0,082331093;0,050318359;0,037230279;0,02741422;0,03307393;0,029094446;0,029359745;0,035196321;0,029890343;0,031835868;0,060045985;0,048638132;0,043862752;0,012999646;0,0160948;0,039706403;0,053590378;0,058807924;0,060930315;0,05244075;0,050229926;0,08701804;0,082331093;0,054209409;0,03634595;0,028033251;11308;11011;22319
110026;RO;0,054298643;0,063348416;0,069570136;0,046945701;0,057126697;0,054864253;0,097285068;0,104638009;0,070701357;0,05260181;0,031674208;0,03280543;0,034502262;0,025452489;0,029977376;0,012443439;0,030542986;0,054298643;0,035633484;0,025452489;0,003393665;0,012443439;0,054298643;0,058257919;0,056561086;0,049773756;0,04581448;0,058257919;0,07861991;0,080316742;0,039027149;0,035067873;0,014705882;0,015271493;0,023755656;0,044117647;0,036199095;0,031108597;0,022058824;0,048642534;0,036764706;0,022624434;0,009049774;0,015837104;1768;1549;3317
110028;RO;0,012713548;0,022288439;0,013627334;0,016686532;0,018394915;0,013706794;0,023957092;0,023837902;0,022725467;0,011561383;0,011958681;0,062852602;0,065315852;0,080294001;0,084346444;0,08037346;0,074334525;0,135240366;0,105403258;0,058720699;0,035081446;0,026579261;0,013071116;0,016845451;0,016011124;0,013825983;0,013468415;0,019944378;0,023520064;0,018871673;0,022566547;0,009972189;0,006714342;0,059237187;0,065077473;0,077195074;0,086412396;0,089034565;0,080333731;0,144179579;0,109495431;0,059952324;0,037743345;0,028764402;25170;25478;50648
110029;RO;0,041993037;0,037641427;0,044386423;0,055047868;0,036118364;0,039599652;0,081157528;0,078764143;0,046997389;0,029373368;0,020887728;0,030678851;0,040252393;0,054612707;0,04329852;0,053089643;0,040469974;0,067232376;0,065274151;0,041557876;0,024151436;0,027415144;0,031984334;0,032201915;0,048085292;0,046562228;0,032419495;0,030461271;0,070931245;0,065926893;0,039382071;0,022628372;0,016318538;0,035683203;0,038076588;0,037206266;0,05178416;0,046127067;0,046779809;0,078328982;0,065926893;0,049608355;0,028067885;0,018711923;4596;4289;8885
110030;RO;0,003202668;0,005134856;0,006802361;0,004473148;0,005134856;0,003229136;0,007384664;0,006987639;0,008019904;0,005081919;0,002117466;0,07990789;0,084857468;0,088457161;0,089198274;0,095312459;0,093459675;0,152484053;0,125406951;0,071067468;0,036102803;0,026177179;0,004208465;0,00412906;0,005267198;0,003837908;0,003149731;0,003096795;0,006140653;0,006246526;0,007411133;0,002461555;0,001932188;0,076175856;0,080463725;0,090362881;0,095021307;0,098885683;0,096265319;0,165771155;0,124956989;0,072390884;0,041078849;0,027659406;37781;38420;76201
110032;RO;0,047051554;0,054201977;0,069120763;0,068679379;0,052259887;0,047404661;0,09207274;0,085628531;0,056144068;0,030808616;0,023393362;0,035663842;0,041931497;0,036899718;0,033368644;0,036105226;0,037782486;0,061705508;0,042902542;0,024099576;0,017743644;0,00503178;0,04855226;0,060381356;0,062941384;0,063735876;0,043343927;0,048375706;0,086423023;0,055967514;0,044403249;0,025335452;0,012976695;0,031779661;0,027807203;0,040783898;0,039812853;0,041931497;0,038665254;0,061440678;0,046875;0,024982345;0,01227048;0,008121469;11328;10500;21828
110033;RO;0,038176395;0,05044738;0,048231785;0,043630166;0,033489561;0,033830422;0,065700895;0,056071581;0,040221559;0,018491692;0,011418833;0,058116745;0,059309757;0,062974009;0,048743076;0,049936089;0,051555177;0,090072433;0,067149553;0,034256498;0,020025565;0,018150831;0,038858117;0,040221559;0,039454623;0,043630166;0,033404346;0,034597358;0,05556029;0,039198977;0,02556455;0,013123136;0,004260758;0,056582872;0,064593098;0,068683426;0,05061781;0,047550064;0,052492544;0,090583724;0,057094163;0,038772902;0,019940349;0,006476353;11735;10811;22546
110034;RO;0,039179534;0,036183452;0,049089652;0,050241991;0,041484213;0,038833833;0,069946992;0,059575939;0,053814243;0,035031113;0,020972574;0,036874856;0,050357225;0,055427518;0,054159945;0,040562342;0,041945149;0,071099332;0,073864946;0,041945149;0,017515557;0,021894446;0,039410002;0,038603365;0,043558424;0,042636552;0,036068218;0,030997926;0,065798571;0,0519705;0,044365061;0,019820235;0,017630791;0,035376815;0,045863102;0,04874395;0,05784743;0,044710763;0,049089652;0,082277022;0,065107168;0,041368979;0,027195206;0,013482369;8678;8174;16852
110037;RO;0,058308605;0,068694362;0,080860534;0,088575668;0,054599407;0,053857567;0,109347181;0,096142433;0,060534125;0,039910979;0,019139466;0,022551929;0,02611276;0,027596439;0,02611276;0,02537092;0,022997033;0,042581602;0,034272997;0,018694362;0,012611276;0,011127596;0,058753709;0,06958457;0,064836795;0,063649852;0,049554896;0,056231454;0,102967359;0,071810089;0,053115727;0,027893175;0,010682493;0,023442136;0,027299703;0,029673591;0,029525223;0,030267062;0,021364985;0,044362018;0,028486647;0,015727003;0,011869436;0,010682493;6740;6078;12818
110040;RO;0,038018178;0,051651519;0,061294613;0,051873199;0,034138772;0,041565063;0,080691643;0,075592995;0,052094879;0,030259366;0,022500554;0,039015739;0,04588783;0,050653957;0,043892707;0,04599867;0,036244735;0,076368876;0,058523609;0,031478608;0,018842829;0,01341166;0,042119264;0,047882953;0,050653957;0,041010862;0,03291953;0,035801374;0,068388384;0,051984039;0,042230104;0,025493239;0,011749058;0,037131456;0,045222789;0,053535801;0,049878076;0,042895145;0,0394591;0,076923077;0,049213035;0,029040124;0,017401906;0,008313013;9022;8113;17135
110045;RO;0,034762872;0,041631824;0,051905388;0,040377494;0,038884243;0,041990204;0,067554653;0,05937164;0,038645323;0,027774459;0,012483574;0,054891889;0,05805758;0,053936208;0,056922709;0,050591327;0,047604826;0,094731812;0,05961056;0,038286943;0,018814956;0,011169514;0,034762872;0,049755107;0,044140485;0,043125075;0,033807191;0,035539362;0,056922709;0,042706965;0,032493131;0,017859276;0,005196512;0,051487278;0,049755107;0,0582965;0,056086489;0,053936208;0,05811731;0,093238562;0,05763947;0,034464222;0,012722494;0,012184924;16742;15641;32383
110050;RO;0,059981256;0,066541706;0,081162137;0,093720712;0,06972821;0,057357076;0,126522962;0,120337395;0,078725398;0,0579194;0,031302718;0,014245548;0,017244611;0,015370197;0,016307404;0,011059044;0,007310216;0,026991565;0,01836926;0,014995314;0,004686036;0,010121837;0,056982193;0,057731959;0,078537957;0,079662605;0,052858482;0,066541706;0,118275539;0,102155576;0,070852858;0,042361762;0,025117151;0,012746017;0,016682287;0,017806935;0,014245548;0,019119025;0,013495783;0,031115276;0,014995314;0,0131209;0,006747891;0,008059981;5335;4904;10239
110060;RO;0,051247471;0,053607552;0,067768038;0,062373567;0,041132839;0,048550236;0,105529332;0,090020229;0,064396494;0,042481457;0,033041133;0,027309508;0,038435604;0,034052596;0,03202967;0,033715442;0,032366824;0,046190155;0,03742414;0,026298045;0,01449764;0,01753203;0,053607552;0,058327714;0,0724882;0,047201618;0,045853001;0,047538773;0,097774781;0,075185435;0,041132839;0,026635199;0,010788941;0,028320971;0,04045853;0,032703978;0,042818611;0,036412677;0,033041133;0,050236008;0,029669589;0,03742414;0,01753203;0,008766015;2966;2770;5736
110070;RO;0,055711541;0,080685681;0,081129008;0,078469041;0,063986996;0,064430324;0,100487661;0,097679917;0,069602483;0,035170681;0,020097532;0,032806266;0,022905276;0,025121915;0,020984188;0,016698685;0,025121915;0,04403724;0,032215162;0,02054086;0,009457662;0,002659967;0,063986996;0,072705778;0,077877937;0,061918132;0,045219447;0,050096054;0,096645485;0,071966898;0,056450421;0,021427516;0,007388799;0,026895227;0,025565243;0,022905276;0,026008571;0,028668538;0,026008571;0,043741688;0,025269691;0,010935422;0,006797695;0,002955519;6767;5897;12664
110080;RO;0,032170543;0,036627907;0,04001938;0,031879845;0,02625969;0,028972868;0,053682171;0,044476744;0,046317829;0,021511628;0,008430233;0,061337209;0,06753876;0,06744186;0,062887597;0,062015504;0,057364341;0,093120155;0,071705426;0,039341085;0,024224806;0,022674419;0,030426357;0,035755814;0,026937984;0,024418605;0,02248062;0,029554264;0,047868217;0,034883721;0,025387597;0,013275194;0,006589147;0,060465116;0,060949612;0,078294574;0,070542636;0,062112403;0,057267442;0,089437984;0,064534884;0,040988372;0,023449612;0,010949612;10320;9459;19779
110090;RO;0,040459267;0,059595407;0,084199016;0,075997813;0,058501914;0,058501914;0,115910334;0,096774194;0,065609623;0,089119738;0,039912521;0,019682887;0,020229634;0,020229634;0,013121925;0,013668671;0,021869874;0,041552761;0,044286495;0,017495899;0,001640241;0,001640241;0,049753964;0,065062876;0,075451066;0,064516129;0,050847458;0,044833242;0,108802624;0,090213231;0,084745763;0,042099508;0,036632039;0,021323127;0,019682887;0,025697102;0,041006014;0,025150355;0,024603609;0,034991799;0,028977583;0,007654456;0,009841443;0,002733734;1829;1746;3575
110092;RO;0,04576348;0,053692796;0,052333484;0,054599003;0,04100589;0,053466244;0,094698686;0,077254191;0,05301314;0,024241051;0,014952424;0,043724513;0,04213865;0,055052107;0,047575895;0,041912098;0,039193475;0,069777979;0,045083824;0,027639329;0,01563208;0,00724966;0,051200725;0,051200725;0,053466244;0,050747621;0,037154508;0,044404169;0,074309017;0,059356593;0,037154508;0,01925691;0,00724966;0,035342093;0,039646579;0,044177617;0,038966923;0,045310376;0,042591754;0,069324875;0,045310376;0,015178976;0,012686905;0,006343453;4414;3886;8300
110094;RO;0,023412558;0,030389027;0,040794608;0,030507272;0,022821331;0,02211186;0,047298096;0,037601987;0,033226913;0,021993615;0,008631903;0,073075559;0,077805368;0,067754523;0,069409956;0,058058413;0,070474163;0,10807615;0,083954121;0,045169682;0,018328012;0,009104884;0,02187537;0,032872177;0,028142367;0,023412558;0,017618541;0,020219936;0,03204446;0,033936384;0,024003784;0,011351543;0,004611564;0,068109259;0,068227504;0,074612747;0,070474163;0,058767885;0,067518032;0,110441055;0,056994206;0,031926215;0,012770486;0,004848055;8457;7398;15855
110100;RO;0,043867666;0,074940596;0,091390971;0,075854506;0,073843904;0,063973679;0,113142022;0,106744654;0,068543228;0,044964358;0,037287516;0,020106014;0,016084811;0,020106014;0,022482179;0,016633157;0,017364284;0,028331201;0,029062329;0,015719247;0,012063608;0,00749406;0,060135259;0,076951197;0,072747213;0,073112776;0,055931274;0,058490221;0,101626759;0,0809724;0,065984281;0,030524584;0,01882654;0,019923232;0,018095412;0,024858344;0,026137818;0,019192104;0,01791263;0,037835862;0,0263206;0,014439773;0,014439773;0,007128496;5471;5042;10513
110110;RO;0,040315513;0,030455741;0,044259422;0,040315513;0,031332165;0,020157756;0,062226117;0,053461876;0,044259422;0,02826468;0,013146363;0,061568799;0,065731814;0,070552147;0,064636284;0,044259422;0,053900088;0,079535495;0,060911481;0,048860649;0,024320771;0,017528484;0,028921998;0,028702892;0,04491674;0,02936021;0,030455741;0,014680105;0,05324277;0,044259422;0,02716915;0,015556529;0,007011394;0,051709027;0,060473269;0,058939527;0,061130587;0,042725679;0,05762489;0,083479404;0,057186678;0,041191937;0,024539877;0,013365469;4564;4001;8565
110120;RO;0,054110106;0,065045249;0,071832579;0,078242836;0,058446456;0,05015083;0,10953997;0,103506787;0,056749623;0,037330317;0,0260181;0,029411765;0,029034691;0,033182504;0,027337858;0,029223228;0,019042232;0,040723982;0,032428356;0,022058824;0,01546003;0,01112368;0,059200603;0,061085973;0,074472097;0,072963801;0,057315234;0,048076923;0,108785822;0,068815988;0,053921569;0,033748115;0,023001508;0,021116139;0,024321267;0,033182504;0,034313725;0,032051282;0,026960784;0,045625943;0,034690799;0,020739065;0,009426848;0,007730015;5304;5047;10351
110130;RO;0,038690476;0,049107143;0,045469577;0,045965608;0,041005291;0,039517196;0,061838624;0,063988095;0,040178571;0,024140212;0,025462963;0,036871693;0,048611111;0,056216931;0,057043651;0,039517196;0,043650794;0,092427249;0,054563492;0,042328042;0,025132275;0,02827381;0,036210317;0,04265873;0,044973545;0,038029101;0,037698413;0,034556878;0,062003968;0,041170635;0,049603175;0,021494709;0,014880952;0,03587963;0,05406746;0,062334656;0,061177249;0,048115079;0,049768519;0,083333333;0,063988095;0,035714286;0,027281746;0,01901455;6048;5830;11878
110140;RO;0,038201944;0,053320734;0,054805616;0,056830454;0,0337473;0,032937365;0,068979482;0,068169546;0,042791577;0,027402808;0,021328294;0,048191145;0,048596112;0,061420086;0,039821814;0,04225162;0,045491361;0,079913607;0,05399568;0,041171706;0,024433045;0,016198704;0,035772138;0,049676026;0,03887689;0,041306695;0,034962203;0,03550216;0,057910367;0,049946004;0,03550216;0,021058315;0,005399568;0,04225162;0,044681425;0,062095032;0,049676026;0,040631749;0,050485961;0,083018359;0,048731102;0,03712203;0,022138229;0,01525378;7408;6682;14090
110143;RO;0,060515129;0,074018505;0,097774444;0,090272568;0,067516879;0,063765941;0,117029257;0,096774194;0,073268317;0,040010003;0,024756189;0,013753438;0,019004751;0,021505376;0,025756439;0,014253563;0,011002751;0,032258065;0,025256314;0,011502876;0,011252813;0,008752188;0,054013503;0,063265816;0,071767942;0,083020755;0,056514129;0,057514379;0,102025506;0,08352088;0,061515379;0,030507627;0,018754689;0,018504626;0,013003251;0,018504626;0,021505376;0,014253563;0,019254814;0,039009752;0,020005001;0,009252313;0,009752438;0,008252063;3999;3494;7493
110145;RO;0,050096339;0,058188825;0,077071291;0,071676301;0,052023121;0,047398844;0,093641618;0,077842004;0,060500963;0,042003854;0,015028902;0,038921002;0,029672447;0,031213873;0,035452794;0,033526012;0,03699422;0,049710983;0,052793834;0,0238921;0,008863198;0,013487476;0,046628131;0,050481696;0,057418112;0,049710983;0,048169557;0,047398844;0,071676301;0,070905588;0,048554913;0,025818882;0,008477842;0,03583815;0,038150289;0,025818882;0,039306358;0,037379576;0,031984586;0,050867052;0,035452794;0,015414258;0,008863198;0,009248555;2595;2215;4810
110146;RO;0,035303777;0,033661741;0,053366174;0,043513957;0,036945813;0,02955665;0,073891626;0,071428571;0,048440066;0,037766831;0,012315271;0,0591133;0,068144499;0,055829228;0,052545156;0,036945813;0,040229885;0,073070608;0,055829228;0,035303777;0,028735632;0,018062397;0,041871921;0,02134647;0,036945813;0,032019704;0,028735632;0,02134647;0,078817734;0,045977011;0,036945813;0,013957307;0,006568144;0,05090312;0,068965517;0,063218391;0,04679803;0,049261084;0,04679803;0,082101806;0,060755337;0,02955665;0,022167488;0,014778325;1218;1096;2314
110147;RO;0,042025862;0,049568966;0,068426724;0,067887931;0,044719828;0,061422414;0,08674569;0,092672414;0,066810345;0,038793103;0,022090517;0,023168103;0,040409483;0,042025862;0,026400862;0,031788793;0,021551724;0,049568966;0,047952586;0,028017241;0,025862069;0,022090517;0,029094828;0,057650862;0,077586207;0,047413793;0,045797414;0,032327586;0,101293103;0,077586207;0,057112069;0,024784483;0,016163793;0,031788793;0,021012931;0,033405172;0,029633621;0,022090517;0,038793103;0,047413793;0,037715517;0,028017241;0,018318966;0,023706897;1856;1668;3524
110148;RO;0,055753647;0,061588331;0,070988655;0,070988655;0,052188006;0,05445705;0,117341977;0,10534846;0,09076175;0,053808752;0,041166937;0,012317666;0,018476499;0,023014587;0,018800648;0,019124797;0,022366288;0,035980551;0,039546191;0,015235008;0,015235008;0,005510535;0,038249595;0,056077796;0,0726094;0,074554295;0,049594814;0,060940032;0,113452188;0,08719611;0,079092382;0,047974068;0,027876823;0,02528363;0,024959481;0,023662885;0,018476499;0,02528363;0,02528363;0,042463533;0,029497569;0,01102107;0,006482982;0,010048622;3085;2931;6016
110149;RO;0,042305407;0,04896019;0,054426619;0,055852644;0,03885918;0,043731432;0,076292335;0,069756387;0,042780749;0,022222222;0,013784908;0,046583482;0,052406417;0,055496138;0,044919786;0,050623886;0,042424242;0,079382056;0,04610814;0,03600713;0,022459893;0,014616756;0,040641711;0,044682115;0,048841355;0,040998217;0,036957813;0,032560903;0,069994058;0,048484848;0,028401664;0,019013666;0,008199643;0,04610814;0,044682115;0,055496138;0,056090315;0,046702317;0,046464646;0,078312537;0,053594771;0,035412953;0,016042781;0,007843137;8415;7620;16035
