Município;Sigla da Unidade da Federação;Área da unidade territorial;Estabelecimentos de Saúde SUS;Índice de Desenvolvimento Humano Municipal - 2010 (IDHM 2010);Matrícula - Ensino fundamental - 2012;Matrícula - Ensino médio - 2012;Pessoal ocupado total;PIB per capita a preços correntes;População residente - Homens;População residente - Mulheres;População residente que frequentava creche ou escola;População residente, religião católica apostólica romana;População residente, religião espírita;População residente, religião evangélicas;Valor do rendimento nominal mediano mensal per capita dos domicílios particulares permanentes - Rural;Valor do rendimento nominal mediano mensal per capita dos domicílios particulares permanentes - Urbana;Valor do rendimento nominal médio mensal dos domicílios particulares permanentes com rendimento domiciliar, por situação do domicílio - Rural;Valor do rendimento nominal médio mensal dos domicílios particulares permanentes com rendimento domiciliar, por situação do domicílio - Urbana;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência que exerciam o trabalho principal no município de residência;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência que exerciam o trabalho principal em mais de um município ou país;Pessoas de 10 anos ou mais de idade, Sem instrução e fundamental incompleto - Total;Pessoas de 10 anos ou mais de idade, Fundamental completo e médio incompleto - Total;Pessoas de 10 anos ou mais de idade, Médio completo e superior incompleto - Total;Pessoas de 10 anos ou mais de idade, Superior completo - Total;Taxa de analfabetismo da população de 15 anos ou mais de idade - 2000 - total;Taxa de analfabetismo da população de 15 anos ou mais de idade - 2010 - total;Unidades domésticas por tipo - nuclear - homem com filho(s);Unidades domésticas por tipo - nuclear - mulher com filho(s)
421840;SC;161,671;11;0,729;783;235;1840;13164,59;3451;3425;1732;5953;7;823;606,67;606,67;2533,04;2329,04;3467;185;3808;992;892;338;9,2;5,8;1,5;7
421850;SC;186,638;2;0,795;904;206;2425;52981,03;3150;3191;1972;5760;51;428;766,67;725;6860,46;3794,85;3467;166;2663;966;1302;486;6,8;4,5;0,9;10
421860;SC;108,617;4;0,775;853;236;2516;22849,92;3268;3285;1813;4578;14;1909;512,5;765;2465,25;2934,09;3203;96;2854;1010;1406;320;6,6;4,3;1,4;10,1
421870;SC;301,755;47;0,796;11578;4186;42813;18452,45;47114;50121;27173;75224;1484;16522;510;775;1952,43;3380,48;47498;804;33932;18135;23684;9943;5,4;3,3;1,6;14,1
421875;SC;133,228;3;0,752;565;193;876;13856,31;2368;2265;1173;4457;.;129;583,33;640;2656,26;2095,58;2970;73;2280;750;836;211;3;3,9;0,5;6,2
421880;SC;235,517;10;0,74;1639;493;4546;26276,32;5850;6004;3332;10454;24;1125;510;678,57;2360,28;2660,14;6463;47;5753;1764;2038;760;6,8;4,7;1,6;9,6
421885;SC;92,617;1;0,705;337;120;337;12230,89;1475;1435;715;2508;.;303;512,5;510;2303,33;1798,57;1344;94;1666;355;429;88;12,6;9,8;1,8;5,9
421890;SC;1017,635;6;0,694;1490;339;1687;13684,36;5396;5303;3060;9039;9;1330;502,5;510;2385,3;2342,86;5616;47;5278;1808;1285;642;10,5;6,6;1,9;10,2
421895;SC;350,037;1;0,699;334;105;324;14307,76;1274;1208;641;2266;14;160;400;510;1289,34;1900,76;1108;3;1305;296;418;125;9,4;7;1,8;9,2
421900;SC;254,869;15;0,772;2210;619;7601;21698,97;9935;10288;4929;17381;151;2221;605;815;2251,95;3170,08;9183;286;8944;3097;4457;1459;5,1;3,3;1,7;10,8
421910;SC;166,648;2;0,686;531;133;927;17678,39;1785;1747;946;2953;.;558;502;600;2102,52;2269,53;1673;28;2004;437;369;189;10,8;8,5;1,2;6,8
421915;SC;350,151;1;0,629;467;105;339;12406,93;1446;1362;725;2709;3;89;255;566,67;1154,07;1698,51;987;25;1711;414;172;89;11,6;13,9;2,7;6,1
421917;SC;298,498;6;0,718;744;229;1827;45471,93;2428;2365;1488;3937;4;732;611,67;470;2811;1806,69;1958;186;2209;730;909;192;9,2;7;2,9;8,5
421920;SC;342,887;3;0,7;917;273;1097;19131,48;3258;3032;1919;5672;.;561;510;764;2240,13;2705,57;3704;31;3435;862;812;188;11;8,5;1,9;6,3
421930;SC;380,27;19;0,764;6785;2034;21726;29721,58;23279;23909;14287;39368;435;6068;562,5;715;3608,66;2941,71;25726;464;18454;8898;9238;3783;5,7;3,6;1,5;12
421935;SC;370,521;5;0,673;779;235;975;14401,07;2770;2437;1488;4051;.;1111;313,33;666,67;1759,92;2809,93;2936;25;2988;760;475;143;9,8;7,9;1,6;5,6
421940;SC;151,984;4;0,71;476;152;1246;18448,18;1827;1773;921;2869;.;690;600;653,33;2731,41;2322,19;2192;.;2058;526;464;91;5,5;4,9;1,8;6,3
421950;SC;377,764;14;0,775;6035;2297;14707;21976,97;21581;22547;13071;32229;435;9857;583,33;650;2996,64;2885,87;21392;528;16939;7820;9109;3870;8,2;5,6;1,4;12,5
421960;SC;216,688;7;0,749;422;126;573;18078,8;2160;1982;975;3820;.;320;600;750;3651,48;2892,35;2935;6;2254;632;669;102;9,3;6,5;0,9;3,9
421970;SC;293,279;13;0,752;3422;1088;9712;21594,19;12776;12937;7804;21091;64;3665;510;615;2415,2;2519,87;13606;305;11864;3705;4653;1849;9,6;5,7;1,8;10,1
421985;SC;189,717;1;0,761;493;107;290;11452,39;1537;1454;930;2559;2;348;750;660;2976,59;2380,22;1173;22;1291;485;620;135;7,7;7,2;2,3;12,4
430003;RS;1549,383;3;0,687;762;172;793;30495,28;2303;2091;1019;2095;81;1706;510;400;2145,58;1379,82;1911;8;2442;704;454;148;.;6,4;3,3;9,4
430005;RS;291,792;4;0,75;479;142;596;25943,48;1879;1843;1157;3242;.;473;610;650;3408,53;4016,26;2201;7;2031;416;560;183;8,3;5,4;1,3;5,6
430010;RS;536,114;7;0,694;2138;461;2783;16444,8;8349;8373;3768;9467;59;6984;625;612;2751,75;2583,49;9468;132;9476;2660;2034;648;8,5;6,8;1,9;9,6
430020;RS;323,239;4;0,753;758;237;1396;20784,67;3585;3670;1652;4161;84;2797;710;595;3388,15;2247,86;4226;34;3730;1130;1225;375;6,2;5,1;1,1;8
430030;RS;314,743;7;0,672;822;228;650;11431,18;3512;3533;1530;6251;40;667;380;620;1267,14;2311,94;3837;26;4475;1007;705;179;8,8;7,8;1,5;8,3
430040;RS;7803,954;27;0,74;10124;3677;12712;16130,74;38051;39602;21472;49862;2472;17682;457,5;510;1646,32;2172,55;33816;423;32426;13790;15813;5651;8,3;5,9;2,4;15,3
430045;RS;172,688;3;0,695;471;166;375;13050,7;2149;2152;946;3350;.;920;510;510;2099,83;1902,62;2639;9;2560;714;457;118;12,3;10,1;1,8;7,2
430047;RS;265,368;3;0,74;189;63;344;26895,37;1041;1026;439;1782;2;275;510;606,67;2047,66;2308,86;1175;15;1117;335;334;75;.;4,3;1,1;6,3
430050;RS;324,639;4;0,671;986;321;751;13431,28;4129;3898;1688;7258;.;742;458;630;1618,36;2535,04;5425;33;4956;1185;712;255;14,3;12,7;1,7;9,8
430055;RS;114,445;1;0,747;192;66;311;17983,25;944;904;406;1772;1;72;510;700;2736,34;2423,86;1148;.;1019;280;219;140;8,1;7,3;1,3;7,3
430057;RS;79,173;2;0,734;292;76;604;13209,54;1500;1417;638;2365;.;541;700;850;2231,83;2603,4;1616;85;1618;550;398;82;4,4;2,7;1,3;10,1
430060;RS;71,311;25;0,699;34359;7624;22277;7528,2;95080;100593;54830;121738;4823;36551;.;510;.;1960,42;33753;753;83230;36986;39422;3647;6;3,9;2,5;17,6
430063;RS;506,457;4;0,624;843;313;527;9216,87;3281;3072;1474;5697;6;391;430;510;1511,25;1535,18;3454;2;3929;670;608;158;16;12,1;2,3;9
430064;RS;93,49;5;0,682;1163;293;982;9243,94;3732;3591;2043;6355;.;855;270;510;1085,26;2571,03;3761;34;4047;1072;755;242;14,4;11,4;2,7;8,9
430066;RS;324,326;1;0,72;146;35;262;28931,63;620;596;288;1105;8;93;510;666,67;1881,12;2863,58;620;3;664;175;182;48;7,7;6,7;1,9;5,4
430070;RS;242,964;5;0,74;617;188;1367;17854,64;3025;3048;1103;5645;12;355;700;765;2577,64;2481,08;3947;142;3480;818;1022;182;7,6;5,6;1,7;8,5
430080;RS;347,617;9;0,758;1459;515;4043;22023,45;6405;6428;2979;11489;68;935;688,75;833,33;2880;3097,95;7564;468;5999;2278;2431;807;6,3;4,8;1,3;10,7
430085;RS;519,124;2;0,691;610;174;485;21498,25;1854;1839;818;3007;79;458;400;510;1040,45;1834,21;1347;10;1908;716;488;128;14;7,4;2,4;10,2
430087;RS;35,291;2;0,679;1101;281;1966;14450,28;2456;2408;1398;3244;33;1422;510;538,75;1930,22;1735,69;1786;42;2782;745;533;68;6,5;4,9;2,2;10,1
430090;RS;342,504;8;0,772;652;269;1257;59575,17;3340;3225;1489;6193;3;347;632,5;705;4657,64;2787,61;3850;66;3635;973;1129;248;6,8;4,4;1,3;7,3
430100;RS;157,957;9;0,769;2078;669;7402;32098,59;9353;9430;4722;14807;43;3736;695;703,33;2574,9;2544,44;9579;362;8640;3378;4002;798;2,9;1,9;1,6;9,4
430105;RS;120,912;5;0,74;1211;340;2173;12552,82;3833;3907;1968;5520;340;1264;673,33;605;4337,18;2180,4;3402;51;3536;1245;1562;333;6,7;3,9;1,8;12,1
430107;RS;124,317;2;0,669;388;163;290;10802,39;1414;1316;527;212;17;2343;500;715;2772,15;4095,74;1426;38;1773;366;229;56;.;4,8;0,5;7,3
430110;RS;425,933;4;0,698;1982;468;2114;8959,04;6635;6971;3564;9704;451;2335;510;502,5;1552,51;1872,31;4551;35;6595;2326;2471;395;10,8;7,1;2,8;14,9
430120;RS;318,234;11;0,707;1758;453;1912;16007,61;6384;6264;2934;10239;12;2327;463,33;550;1843,09;2354,76;8576;52;7066;1889;1611;385;10,9;7,1;1,3;9,4
430130;RS;2513,597;13;0,657;2894;537;2445;18965,96;9174;9296;4752;12347;541;2431;343,33;450;1485,75;1541,6;7051;41;10025;2471;2601;824;12;8,2;3;15,6
430140;RS;271,643;3;0,694;1334;368;1897;12322,75;5134;5091;2391;9736;12;370;500;603,33;1944,51;2267,81;5696;47;5748;1531;1335;363;12,9;8,3;1,7;9
430150;RS;347,439;3;0,743;715;198;1197;21093,68;3487;3609;1614;4730;3;2289;760;670;3374,92;2355,76;3909;70;3957;1024;1090;343;5,5;4,2;1,2;7,2
430155;RS;158,291;1;0,707;415;147;491;14243,78;1807;1858;755;3379;.;260;510;575;1954,23;2053,92;1717;40;2265;394;476;151;8,4;5,4;1;10,3
430160;RS;4095,534;38;0,74;16915;5253;22359;12251,59;55804;60990;32787;59004;9113;22868;352,5;511;1505,54;2587,75;45936;344;47361;20201;24325;8904;7,7;4,9;2,7;18
430163;RS;103,757;5;0,696;1819;369;1802;10533,24;5344;5512;3219;7315;403;1922;255;510;1201,48;1880,61;3387;23;5434;1946;1513;403;7,2;5,2;2;12,5
430165;RS;124,488;5;0,748;634;226;2017;18010,51;2912;2829;1276;4630;2;1065;655,56;843;2745,41;3113,19;3185;30;2865;1054;1009;192;4,1;3,1;1,9;10,7
430170;RS;260,131;5;0,719;769;193;1452;18002,39;3296;3233;1516;5930;10;500;709;681,67;2656,67;2484,23;3440;215;3547;866;1101;295;6,9;3,8;2,1;10,6
430175;RS;436,395;2;0,61;984;327;493;9529,71;3741;3277;1633;5999;34;853;300;725;1225,72;2488,43;3448;21;4726;680;494;56;15,9;9,8;2,2;7,8
430180;RS;516,732;5;0,71;753;182;926;22090,3;2691;2666;1376;4509;.;698;325,67;510;1510,15;2330,66;2381;8;3023;788;710;195;12,9;8,8;1,8;8,8
430185;RS;64,379;3;0,734;402;119;239;8570,92;1550;1539;911;2529;2;473;433,33;510;1452,41;2331,19;1136;16;1438;628;449;110;14,7;9,9;1,9;11,4
430187;RS;1056,143;1;0,662;670;156;569;33430,27;2128;1884;1104;2465;41;1041;311,5;255;1121,59;1243,38;1400;5;1789;839;532;131;9,2;7,4;1,8;10,8
430190;RS;728,948;6;0,67;1922;377;2713;13536,8;6253;6319;3274;8911;398;2285;500;500;1595,27;1814,98;4526;72;6257;1983;2110;428;9,5;7;2,5;13,2
430192;RS;147,139;1;0,723;188;70;162;17186,2;1049;954;380;1963;.;30;505;686,67;2146,95;1921,9;1314;15;1171;290;299;59;8,9;8;1,8;4,5
430195;RS;60,033;2;0,763;266;139;1067;31826,5;1177;1190;621;2226;.;129;625;570;2766,27;2358,36;1300;28;1138;341;509;129;6,9;5,1;1;9,4
430200;RS;648,896;2;0,65;1724;353;1045;10568,55;5729;5404;2941;9999;35;991;400;600;1506,29;2487,03;6176;.;6668;1341;1159;265;19;15,1;2,3;9,1
430205;RS;132,395;2;0,619;449;111;216;9480,13;1195;1112;836;1875;.;402;262,5;560;1112,52;1802,24;1117;2;1310;380;189;43;19,6;13,8;1,6;9,9
430210;RS;381,958;39;0,778;12423;3712;50470;29352,58;52645;54633;28027;89747;1203;12273;974;900;3811,71;3503,43;59625;1139;40650;17875;26191;10147;3,9;2,2;1,9;11,9
430215;RS;194,815;1;0,676;348;67;375;28676,91;1056;1058;558;1744;.;312;425;500;1408,66;1578,45;914;26;1217;286;257;82;9,9;9;0,9;9,5
430220;RS;108,732;4;0,762;736;260;2484;16251,27;3295;3279;1601;5929;6;623;682,5;655;2904,88;2524,64;3771;133;2941;1397;1167;386;2,9;1,9;1,4;7,1
430222;RS;701,102;2;0,703;325;64;271;34239,8;1257;1184;574;2041;12;371;510;510;1845,48;1752,85;1240;.;1383;451;259;62;.;5,3;1,6;5
430223;RS;503,471;1;0,731;308;87;439;27338,2;1243;1182;539;1739;2;658;506,67;565;2038,21;1888,8;1280;1;1146;464;410;94;.;5;1,4;6,6
430225;RS;94,348;4;0,728;252;82;509;22024,52;1469;1307;431;2623;.;84;582,5;1020;2925,5;2945,72;1430;8;1748;445;306;36;7,3;7,4;1,7;8,2
430230;RS;2624,671;5;0,666;1761;381;1840;18592,59;5703;5816;3009;9427;179;1729;390;510;1754,6;1848,18;4844;48;6138;1746;1195;559;9,6;7,9;2,2;12,9
430235;RS;88,504;6;0,746;1461;385;5110;19943,41;6029;5760;2916;10971;24;613;706;730;2467,46;2653,04;6010;137;5330;1977;2511;529;1,9;1,7;1,8;8,6
430237;RS;88,741;1;0,723;296;213;288;15501,67;1167;1161;587;1044;157;925;420;510;1834,89;1871,01;803;10;1208;378;404;70;12,4;10,2;1,9;9,2
430240;RS;102,326;6;0,739;1479;490;4167;14991,49;5655;5817;3074;8872;130;2324;510;627,5;1902,41;2116,16;5093;56;5328;2310;2019;351;6,3;3,5;1,6;12,4
430245;RS;265,427;5;0,7;1182;279;1003;11881,94;3937;3736;2013;7255;.;347;520,75;655;2207,32;2499,98;4874;22;4154;1274;902;242;14;10,8;2,6;7,8
430250;RS;1610,573;11;0,692;987;285;803;20475,92;3509;3375;1699;4598;276;1555;303,75;450;1311,23;1613,39;3258;9;3556;1359;739;289;10,9;8;2,3;10,8
430258;RS;201,039;2;0,745;233;65;188;17385,64;1100;1100;485;1876;.;298;750;776,67;3187,81;2770,72;1516;18;1214;375;296;63;.;5,2;1,2;6,8
430260;RS;128,992;3;0,674;550;159;437;12018,09;1866;1836;912;2664;48;755;340;510;1279,59;1577,03;1761;6;2063;508;495;112;18,3;13,8;1,7;9,7
430265;RS;106,734;2;0,699;505;142;1190;13482,04;2398;2277;930;2841;.;1761;580;680;1855,37;2143,43;2718;65;2880;590;638;94;5,1;3,3;2,1;8,6
430270;RS;752,247;7;0,689;2993;827;4117;13813,54;10032;10374;5635;13807;277;4024;375;500;1487,71;1794,64;6265;83;10461;3139;2876;839;12,6;8,5;2,5;14,3
430280;RS;3047,113;14;0,704;4783;1219;5935;13674,54;16329;17361;8829;25223;1274;4664;425;510;1320,11;1865,69;14869;210;17056;5141;5411;1955;12,1;8,3;2,1;16
430290;RS;2369,949;10;0,7;1761;438;1552;13648,11;6836;6840;3444;9468;507;2200;356,67;412,5;1361,89;1730,61;4848;83;6434;2228;2616;527;11;7,5;2,3;13,7
430300;RS;3735,164;38;0,742;10950;2761;16005;16397,28;40378;43449;21226;64558;1815;13660;405;545;1691,09;2354,89;36879;371;36761;13730;16351;6210;10,3;7,5;2;14,6
430310;RS;44,018;32;0,757;17895;5313;50244;36888,25;57173;61105;33575;73949;4150;24870;.;670;.;2574,53;31738;1060;40730;21710;34037;5285;4,5;2,9;2,1;16,1
430320;RS;203,908;5;0,662;701;171;426;13155,5;2417;2451;1224;4180;.;645;430;510;1620,85;2112,54;2250;47;2890;556;542;181;13,3;10,1;1,6;8,3
430330;RS;259,664;7;0,719;645;216;1139;16351,42;2532;2422;1238;3792;130;856;505;510;1682,48;2060,29;2181;121;2624;729;747;282;8,1;7;1,2;7,7
430340;RS;189,203;4;0,699;678;163;563;12352,59;2585;2486;1158;4712;.;320;500;687,5;1852,9;2883,68;3188;39;2993;738;538;243;8;7,6;1,8;9,7
430350;RS;1679,434;35;0,697;8682;2763;12944;17784,37;30900;31864;15734;40842;969;17551;500;510;1612,89;2176,61;28576;425;31606;10509;8847;3286;10,3;7,2;1,8;12,2
430355;RS;138,069;1;0,736;327;85;569;23587,65;1291;1301;628;2442;.;135;800;630;3334,56;2219,02;1321;49;1406;306;406;136;10,4;8,6;1,6;6
430360;RS;1208,647;7;0,697;978;231;1841;17604,06;3350;3192;1704;4622;95;1597;505;510;1816,68;2061,92;3070;56;3166;983;1063;282;9,3;6,9;2,3;11,4
430367;RS;538;3;0,706;440;141;551;20685,52;1674;1573;693;3028;10;160;650;650;1981,85;1980,29;1758;101;1915;469;428;52;9,8;6,4;1;7,4
430370;RS;225,762;3;0,738;631;219;833;13265,54;3056;3061;1334;5641;4;330;503,33;680;1546,79;2227,46;3676;13;3206;1100;1063;216;3,8;4,1;1,5;8
430380;RS;276,162;3;0,76;592;175;1121;18167,62;2650;2856;1368;5002;2;478;765;558;3871,02;2186,64;2841;4;2702;692;1167;358;7,9;4,7;0,9;9,4
430390;RS;60,51;19;0,745;8275;2826;27442;26001,42;29471;30603;15831;41125;662;15722;575;680;1864,69;2657,26;27629;465;27110;11441;11637;2112;4,9;3,2;2,1;15,6
430400;RS;222,073;2;0,703;801;224;953;17248,73;2685;2774;1581;3933;27;1371;333,33;426,67;1315,06;1680,16;2092;117;2831;842;846;226;13,9;13;1,2;12
430410;RS;226,578;2;0,708;445;145;514;12792,83;1754;1740;869;3128;15;323;490;510;1759,54;1811,63;1685;23;1853;598;446;195;12,7;9,6;1,6;11
430420;RS;943,945;10;0,674;3978;822;4676;13030,25;14752;15419;6302;19638;447;9775;510;510;1578,95;1962,53;16324;106;16879;4693;3718;931;12,6;9,5;2;11,1
430430;RS;246,276;7;0,728;638;253;947;17321,8;3318;3217;1373;4655;.;1807;510;673,67;1801,42;2928,82;4156;87;3636;871;1096;266;4,6;3,4;1,5;6,1
430435;RS;933,834;8;0,698;1539;392;2784;36769,38;4481;4290;2967;5398;332;1557;431;744;1708,8;2685,93;3950;.;4022;1772;1240;237;7,7;5,5;2,7;12,5
430440;RS;253,772;12;0,748;6036;1706;10166;11034,01;19120;20109;10653;29841;507;7078;500;600;1434,71;2472,63;14507;299;16116;7478;7359;2162;6,7;4,2;2,6;15,7
430450;RS;3525,293;36;0,65;7097;1545;5596;11213,34;26856;26403;11446;23636;990;23387;400;510;1587,15;1981,58;29754;125;32408;7581;4770;1620;13;9,2;2,2;11,6
430460;RS;131,096;42;0,75;49108;11976;102759;51070,03;155936;167891;94038;208445;14145;60836;.;665;.;2978,98;104805;2260;116041;56943;81642;21959;4,4;2,6;2,2;16
430461;RS;81,912;2;0,713;193;81;263;13835,08;959;848;342;1550;.;253;510;804;2802,01;2369,37;1199;4;1129;327;167;16;.;10,7;1,2;6
430462;RS;527,119;2;0,637;245;82;153;41472,7;943;811;450;1606;8;137;352;375;1573,67;1105,49;615;.;1092;268;102;45;.;9,7;2,5;6,6
430463;RS;97,1;12;0,743;7529;1726;14681;13343,22;20616;21424;11964;29457;1413;7172;750;627,5;17339,6;2648,29;18523;170;17067;7621;7997;2628;6,3;3,7;2,2;13,5
430465;RS;1008,65;2;0,672;456;139;307;36739,78;1628;1476;796;2345;19;632;270;500;1316,92;1547,41;1514;2;1821;384;345;84;.;6,4;3;5,7
430466;RS;785,373;11;0,637;3934;673;4371;15138,03;11962;12336;6048;9185;900;6066;510;400;2116,2;1473,67;5913;171;13097;3651;3135;553;10,2;7,4;2,5;13,5
430467;RS;412,792;2;0,766;614;176;1126;36533,39;1935;1955;1036;2965;36;475;510;510;3277,6;3784,6;1708;25;1647;685;817;188;9;7,9;2,1;10,2
430468;RS;183,756;4;0,661;1571;347;1589;9173,72;5848;5764;3154;8840;32;2261;492,5;500;1703,81;1534,49;3273;105;6596;1667;1372;221;8,7;5,8;2,6;11,6
430469;RS;73,967;1;0,746;341;120;540;15793,67;1353;1283;638;2379;.;228;726;605;2778,28;2313,51;1679;.;1370;470;404;59;5,9;5,3;1,6;7
430470;RS;665,092;28;0,766;7972;2395;17008;20139,88;28280;31037;15802;44550;1039;12152;493,33;606,67;2486,53;2588,2;25580;850;21939;10740;14370;4488;6,1;4,1;1,7;15,9
430471;RS;294,323;3;0,652;909;204;1024;7019,43;3798;3514;1468;5966;79;1145;455;510;1358,05;1763,92;3344;3;4593;1064;604;131;18,1;12;2,3;9,1
430480;RS;228,669;10;0,796;2605;907;12468;35204,19;12662;12530;6511;22038;112;2393;835;950;2930,82;4635,83;14646;581;9840;4597;6461;1573;3,6;2,5;1,7;9,8
430485;RS;83,155;1;0,739;191;66;156;14074,6;834;773;331;1587;.;20;510;765;2340,74;2833,72;1064;5;914;290;193;50;6,5;4,7;1,1;9,9
430490;RS;271,746;6;0,785;813;370;3291;28407,74;4243;4408;2012;8388;22;215;736,67;805;3152,78;3103,79;5407;93;3817;1386;1749;835;6,6;3,9;2,3;10,9
430495;RS;235,705;2;0,703;429;119;419;17078,14;1517;1490;693;2638;.;347;400;510;1793,7;1901,8;1461;15;1713;446;365;107;12,1;10,1;1,5;8,4
430500;RS;583,258;2;0,739;1099;272;1064;16817,21;4590;4733;2215;7569;51;1657;540;510;3746,48;2171,04;4625;47;4914;1554;1251;601;8,4;6;1,3;9,3
430510;RS;1644,296;94;0,782;56408;16360;212069;36034,46;213612;221952;124155;332101;11859;60230;666,67;900;2482,42;3735,43;239369;2711;146123;76816;116594;39124;3,7;2,4;2;13,2
430511;RS;134,331;1;0,701;308;97;312;11522,9;1541;1424;595;2915;4;43;504;510;2075,03;1976,46;1722;31;1844;400;308;77;5,9;4,1;1,3;7,6
430512;RS;451,699;4;0,649;805;265;619;9613,99;3213;3189;1444;2911;211;1910;430,4;387,5;1403,31;1279,19;2649;42;3849;852;711;202;16,4;12,1;2,7;14,3
430513;RS;158,765;3;0,661;610;163;524;12467,25;2225;2229;925;2647;5;1747;500;590;1271,17;1906,44;2482;44;2813;510;517;100;16,5;13,1;2,2;9,9
430515;RS;73,438;1;0,674;327;94;249;13941,86;1209;1208;632;1772;.;622;330;606,67;1456,38;2011,72;1463;11;1449;290;231;122;17,1;14;1,4;7,5
430517;RS;324,789;2;0,66;1507;415;1017;9704,41;5355;4913;2519;8174;44;1789;375;560;1392,2;2297,35;5516;92;5769;1574;972;228;14,8;9,9;3;9,3
430520;RS;177,675;5;0,764;1499;502;3471;24621,74;6617;6672;3138;11337;21;1461;550;655;2484,22;2577,4;6877;180;6069;2141;2663;893;5,5;4,4;1,6;10,9
430530;RS;684,04;8;0,757;970;336;1874;22574,66;4593;4784;1869;7436;11;1763;654,6;605;2666,59;2266,43;5767;104;4753;1503;1812;365;6;4,3;1,1;8,6
430535;RS;216,512;18;0,747;4776;1431;8179;28562,24;19533;15787;9580;23180;1227;5809;315;600;1236,81;2275,48;12998;153;15003;6392;7936;1436;7,3;4,8;2,1;14,3
430537;RS;198,124;2;0,62;587;75;291;15024,49;1728;1743;831;2625;.;819;550;710;2393,06;2041,04;1924;16;2246;304;278;60;14,6;13,1;1,2;6,4
430540;RS;396,551;5;0,732;515;118;635;21091,25;1975;2069;1107;2716;7;1220;436,67;510;2178,47;1701,06;1814;20;1997;690;655;159;8,8;6,3;1,7;9
430543;RS;202,552;2;0,706;495;191;1396;27211,85;2921;2996;1746;1328;155;443;662;430;2072,82;1595,17;1904;369;2126;1732;824;244;3,2;1,9;3,2;16,3
430544;RS;220,471;1;0,616;785;195;327;13075,27;2603;2341;1176;2789;3;1998;400;830;1433,35;3701,49;3048;17;3248;531;338;54;13,6;9,7;1,7;5,1
430545;RS;245,885;6;0,729;2048;393;2185;11266,38;6245;6423;3307;8606;606;1524;510;583,33;1667,04;2204,43;4215;75;5517;2285;2522;610;4,9;3,7;1,9;14
430550;RS;273,873;3;0,719;554;185;573;17328,38;2512;2410;1153;4532;6;379;538,75;555;2425,54;1940,49;3009;60;2666;747;709;255;11,5;7,1;2;8,6
430558;RS;58,373;1;0,765;244;50;566;15019,56;1208;1212;461;1016;.;1374;705;756,67;2704,62;3484,38;1211;89;1236;492;413;68;2,8;2,9;1,6;8
430560;RS;285,262;4;0,758;346;101;555;25021,98;1727;1823;772;3309;.;229;750;577,5;3486,17;2273,11;1934;8;1794;545;634;225;5,1;4,5;1,4;8,5
430570;RS;465,188;6;0,747;879;282;1679;25915,7;3219;3333;1645;2722;20;3506;510;520;2651,16;2256,43;3189;48;3130;1147;1044;278;7,2;5,4;1,5;10,2
430580;RS;202,999;6;0,754;1218;360;2131;14483,03;4776;4976;2239;8343;40;1258;573,33;545;2574,06;2258,43;5282;139;4904;1268;1761;547;10,2;8,3;1,3;9,2
430583;RS;112,277;1;0,692;139;48;139;17640,79;791;737;259;1460;.;68;510;765;1804,62;2216,9;802;.;1023;224;141;28;.;7,1;1,6;8,1
430585;RS;275,549;4;0,746;290;105;610;20942,41;1255;1202;515;1197;.;1244;870;543;3812,68;2602,9;1687;6;1414;380;330;87;6,8;5,2;1,9;7
430587;RS;162,949;1;0,744;277;99;372;19040,37;1219;1240;497;889;5;1540;765;657,5;3710,23;2471,19;1459;45;1453;365;301;89;5,2;3,2;1,1;7
430590;RS;492,124;7;0,665;1042;232;852;18904,82;3802;3946;2018;6053;18;1544;340;490;1418,44;1549,04;3260;36;4307;1003;1006;328;15;11,3;1,5;10,8
430593;RS;105,447;1;0,727;149;47;187;17564,43;894;831;313;1694;2;7;790;1020;3183,51;2830,3;1312;47;1023;314;189;36;.;4;1,8;6,8
430595;RS;172,375;3;0,741;333;113;971;26287,94;2033;1884;774;3761;2;110;793,33;753,33;3398,98;2650,99;2676;38;2219;578;655;156;6,9;4,5;3;11,1
430597;RS;422,789;1;0,706;397;106;525;29446,8;1388;1438;712;2579;2;244;460;475;2297,45;1587,88;1143;5;1518;414;474;46;9,5;6,9;1,7;9,2
430600;RS;362,15;7;0,712;1704;531;2800;14008,76;6913;7171;3319;9082;12;4886;500;610;1537,21;2127,38;8326;87;7629;2282;2099;453;6,6;4,8;1,4;9
430605;RS;681,625;5;0,644;1137;217;1665;13480,21;3686;3594;1634;4305;58;2421;500;510;1906,1;1708,19;3245;47;4371;972;781;135;14,5;9,5;2,5;9,7
430607;RS;97,715;1;0,66;381;91;281;12651,73;1441;1385;658;2421;.;364;335;487,5;1149;1501,58;1797;10;1684;349;302;92;12,3;12,2;1,2;9,9
430610;RS;1360,37;32;0,75;8585;2454;14074;27185,08;29743;33078;18882;46347;2130;10705;510;555;2478,99;2589,49;28972;415;24912;10792;12010;6050;6,5;4,5;2,2;16,8
430613;RS;166,883;1;0,719;221;84;205;15521;1101;1040;481;1940;9;191;522;512,5;2404,02;2042,35;1197;9;1261;355;269;42;.;6,8;1,6;7,4
430620;RS;155,551;6;0,723;1277;365;2607;15333,13;6157;6163;3485;10451;67;1723;695;660;2525,75;2395,27;5113;108;6488;2066;1957;400;5,5;3,8;1,9;10,6
